eol -> que (0.40), la (0.37), el (0.32), canaria… (0.30), no (0.29), acuerdo (0.29), l (0.28), quedar (0.28), ofrezco (0.28), de (0.28)
aprendí -> alumbré (0.84), quererte (0.83), folías (0.82), ancestros (0.81), cantarlas (0.79), concepto (0.78), cantores (0.77), quiebra (0.77), agonía (0.73), ellas (0.73)
música -> eleve (0.79), viaja (0.76), control (0.74), lleve (0.72), asnal» (0.72), escape (0.68), dirán (0.68), rutina (0.65), país… (0.64), mi… (0.64)
romper -> amando (0.75), seguirte (0.75), barreras (0.74), despierte (0.71), sentir (0.68), majestuosos (0.63), dejemos (0.62), existir (0.62), perdamos (0.62), corramos (0.61)
tambor -> suena (0.83), maguas (0.81), eloy (0.80), tederas (0.79), quintero (0.78), cuero (0.77), solamente (0.76), barbuzanos (0.76), hoja (0.74), tango (0.74)
digas -> carnaval (0.82), di (0.82), nodriza (0.81), duerma (0.77), mericana (0.76), buca (0.76), desí (0.75), enamore (0.74), cuántos (0.73), pierrot (0.73)
puertas -> abran (0.76), abra (0.72), golondrinas (0.68), univеrso (0.68), duela (0.67), llevan (0.63), marino (0.62), elegí (0.62), musas (0.59), horizonte (0.59)
hilo -> ponerle (0.69), bermú (0.69), cerradura (0.69), quitarle (0.69), ratón (0.69), sonaba (0.68), café (0.68), walking (0.67), on (0.65), soñamos (0.64)
sombrero -> trigal (0.90), higuera (0.83), palmera (0.82), sonriera (0.77), lucero (0.74), siego (0.73), labro (0.73), majoreros (0.72), sombrеro (0.72), pelo (0.72)
mayor -> rivales (0.79), ganaron (0.77), méndez (0.77), camurria (0.76), angelito (0.76), obligaba (0.72), frente (0.71), ibamos (0.70), tono (0.70), ganó (0.69)
rapadura -> duras (0.95), envoltura (0.90), celofán (0.90), rap (0.90), boba (0.79), coje (0.78), convierte (0.78), llamada (0.77), denuncia (0.76), pones (0.75)
cantaba -> barrotes (0.86), desgañitó (0.78), cogote (0.77), rompió (0.76), solitario (0.74), voló (0.73), falsario (0.72), cantó (0.72), juntan (0.71), recta (0.71)
rojo -> recordar… (0.87), natal… (0.86), detrás (0.79), perla (0.77), escribistes (0.76), mar… (0.76), pasinal (0.75), griego (0.74), germinar (0.72), brindar… (0.72)
cambiar -> cambiarla (0.82), amado (0.69), hablo (0.68), fácil (0.65), países (0.64), nomás (0.63), ozono (0.63), ofrezco (0.63), habituar (0.63), puede (0.62)
mares -> cenicero (0.82), ombligos (0.81), apagadas (0.78), volaba (0.77), janubio (0.76), colillas (0.76), hundir (0.75), salían (0.74), iza (0.74), mojón (0.72)
dirhanedu -> sanet (1.00), chungapelut (0.99), nahaya (0.98), achimencеu (0.96), achimenceu (0.96), guayoch (0.95), dirhanеdu (0.92), tanaga (0.92), manrique (0.85), sandino (0.84)
cantan -> mirlos (0.74), pardela (0.72), órganos (0.70), hubara (0.70), jilguero (0.69), grajas (0.68), novios (0.67), brezal (0.67), cortejan (0.67), cedro (0.66)
trigal -> sombrero (0.90), palmera (0.82), siego (0.81), majoreros (0.81), higuera (0.80), trillo (0.78), labro (0.78), cazo (0.73), cámbiate (0.72), avento (0.72)
encontrar -> haz (0.77), habré (0.77), villancico (0.75), pasarme (0.74), tirinaina (0.73), llevarlo (0.71), tirinai (0.69), irás (0.69), tirinainai (0.65), serán (0.63)
roja -> higuera (0.94), romero (0.77), majoreros (0.76), blancos (0.76), hierbabuena (0.76), dibujo (0.73), parda (0.73), deditos (0.73), boquita (0.73), depredador (0.73)
cadera -> recogí­a (0.79), rítmo (0.77), sácalo (0.77), rísa (0.76), estremece (0.75), brísa (0.73), huida (0.71), calzón (0.70), charco (0.68), cambió (0.67)
jilguero -> pardela (0.87), hubara (0.86), cortejan (0.84), alejó (0.76), fuiste (0.70), cantan (0.69), estrllitas (0.67), frondoso (0.67), corona (0.67), siembran (0.67)
siguiendo -> morera (0.82), haz (0.81), perejila (0.79), еstaba (0.78), esculpieron (0.76), roque (0.71), tirinaina (0.71), costas (0.70), hеrmosas (0.69), tirinai (0.67)
lágrimas -> paciencia (0.79), lloréis (0.77), vierte (0.74), míos (0.74), sitiería (0.72), sitial (0.72), venus (0.70), tiende (0.69), espinas (0.69), insepulta (0.67)
oro -> huevos (0.76), poniendo (0.74), vigila (0.71), gallina (0.71), mango (0.69), tesoro (0.68), esmeralda (0.67), queréis (0.65), etcétera (0.64), nacidas (0.63)
árbol -> garoé (0.82), pozos (0.81), candor (0.80), fundando (0.78), encontrarás (0.76), tirinai (0.75), llegando (0.75), tirinainai (0.74), sabinosa (0.74), senda (0.72)
tiririrí -> tiririnai (0.99), ai (0.95), lograr (0.91), regresarte (0.86), haruvici (0.84), nuzzág (0.83), demasiani (0.83), alemalai (0.83), neigá (0.83), arubitsi (0.83)
santo -> jullona (0.91), redondo (0.88), entrе (0.85), canqueo (0.84), perdurando (0.83), garajonay (0.78), bailando (0.77), sílbame (0.77), guaraperas (0.77), pareja (0.76)
nosotros -> mismos (0.85), alejan (0.79), vente (0.79), encerrado (0.76), basta (0.75), falsario (0.74), colillas (0.72), unirnos (0.72), lindo (0.71), sevilla (0.70)
josé -> sancollo (0.76), cocina (0.75), cocer (0.74), metiste (0.72), faranundo (0.72), emiliano (0.71), sandino (0.69), zapata (0.69), pobrecillo (0.68), tupacamaru (0.66)
cathaysa -> verá (0.95), señores (0.93), grandes (0.90), sierva (0.87), españa (0.84), desbaratado (0.80), manojito (0.80), leña (0.79), menina (0.79), niña (0.79)
testigo -> pido (0.81), defienda (0.80), plateada (0.74), tеstigo (0.72), patrimonio (0.72), pongo (0.71), lunita (0.71), áfrica (0.69), suyo (0.68), puеs (0.66)
barrancos -> surcan (0.79), faycán (0.75), apunta (0.73), forjarán (0.72), cuevas (0.70), tajarastеs (0.69), tajarastes (0.69), sendas (0.69), puma (0.69), cóndor (0.68)
lleno -> cuentos (0.80), silencios (0.77), inventaré (0.76), haber (0.75), escucho (0.74), quepamos (0.74), еstado (0.73), alcanzo (0.73), muro (0.72), cuántos (0.72)
hogar… -> brindar… (0.91), soñar… (0.90), griego (0.88), viejas (0.84), cantar… (0.84), mar… (0.84), detrás (0.82), natal… (0.81), habló… (0.79), recordar… (0.76)
bandera -> pardelas (0.81), única (0.80), ciudadanos (0.78), cruzando (0.77), hizo (0.72), silencien (0.72), baguala (0.72), lamenta (0.71), cortadas (0.68), plateada (0.68)
américa -> europa (0.88), raíz (0.85), bereber (0.82), náufrago (0.73), errante (0.73), sáhara (0.73), regresa (0.72), áfrica (0.70), chipude‚ (0.70), hablo (0.69)
tendrá -> olvidara (0.89), culpa (0.86), medida (0.81), describir (0.77), llevado (0.72), muerte (0.71), e (0.71), termino (0.70), pueblecito (0.69), bajamar (0.68)
haga -> sudor (0.86), mеsa (0.84), aguantar (0.83), antе (0.78), dеsenmascar (0.74), presentir (0.73), divino (0.72), señor (0.71), quede (0.69), gritará (0.68)
hermana -> suertes (0.84), anchas (0.80), gavias (0.77), escombrera (0.77), quemarme (0.73), volveré (0.70), dibujan (0.70), espérame (0.69), tabaibas (0.69), llamado (0.68)
olor -> mente (0.82), dondequiera (0.81), confunde (0.78), ideas (0.77), amontonado (0.72), persisten (0.69), campesina (0.66), desbordan (0.66), firmeza (0.66), bailas (0.65)
lengua -> fecundaste (0.72), cortada (0.69), descendientes (0.67), sirven (0.67), chupai (0.66), chumai (0.65), sudar (0.64), entiendas (0.63), hiel (0.62), deseamos (0.62)
seca -> leña (0.81), desbaratado (0.81), manojito (0.80), pive (0.75), juguete (0.73), chupai (0.72), guanchita (0.72), marqués (0.72), chumai (0.71), menina (0.70)
dura -> instante (0.76), recostado (0.72), adoro (0.68), ponles (0.68), cocida (0.68), atención (0.67), ví (0.65), seran (0.65), desengaños (0.65), tocas (0.64)
verá -> cathaysa (0.95), venía (0.85), taganana (0.84), señores (0.81), invasores (0.81), guanchita (0.79), niña (0.79), manojito (0.78), grandes (0.78), anochecida (0.78)
arder -> quemo (0.90), aparte (0.89), placer (0.87), aca (0.85), adonde (0.85), caminas (0.82), muero (0.81), comienza (0.80), pasion (0.80), tocas (0.79)
mudo -> cabrera (0.78), verbo (0.77), visita (0.75), helado (0.74), casanova (0.73), llenaban (0.73), bajó (0.70), fría (0.70), familia (0.69), conciencia (0.68)
ausente -> garoé (0.75), magua (0.75), encontrarás (0.73), intactos (0.72), siglos (0.72), ausentе (0.71), senda (0.70), hallarás (0.70), agarfa (0.67), pozos (0.65)
tirinaina -> tirinai (0.99), tirinainai (0.94), haz (0.92), valentina (0.85), suenan (0.83), garoé (0.79), encontrarás (0.78), pozos (0.76), busca (0.76), senda (0.76)
poca -> provocas (0.88), cosa (0.83), arder (0.79), detengo (0.78), quemo (0.77), chachacha (0.75), adonde (0.75), compas (0.74), besarte (0.74), hacías (0.73)
mala -> cerrando (0.80), telarañas (0.75), hierba (0.73), desdicha (0.72), asnal» (0.71), venía (0.68), rompan (0.66), ciprés (0.65), reglas (0.64), sabе (0.63)
crece -> ufana (0.72), orillas (0.71), tamují (0.70), débil (0.69), región (0.68), plantaron (0.68), buenos (0.65), lata (0.64), sienten (0.64), tirinainai (0.64)
amotinen -> amordazadas (0.98), desafortunadas (0.97), atadas (0.81), voces (0.77), heridas (0.77), cierres (0.76), venus (0.76), llamadas (0.75), consiguieron (0.75), enredó (0.75)
tienes -> solución (0.92), pienses (0.80), diablo (0.80), cuántos (0.79), perseguirá (0.75), dime (0.74), bruja (0.71), salsa (0.70), puedes (0.70), pregúntamelo (0.69)
matar -> buscaba (0.85), simplemente (0.84), quebró (0.83), rubí (0.82), legado (0.81), alcanzo (0.80), mandala (0.80), tеngo (0.80), fumabas (0.79), tendría (0.79)
desafortunadas -> amotinen (0.97), amordazadas (0.92), heridas (0.87), crestas (0.81), tono (0.78), voces (0.77), atadas (0.77), enredó (0.75), cierres (0.75), venus (0.75)
ternura -> cano (0.77), escrita (0.69), durmiendo (0.68), sonrisa (0.67), di (0.65), dulzura (0.65), abierta (0.65), eran (0.64), revivo (0.64), embriagado (0.63)
guiados -> bajaron (0.93), doramas (0.88), tanausú (0.83), suspiran (0.83), tinguaro (0.83), amantes (0.81), murmullo (0.80), reyes (0.78), borrachos (0.77), trayendo (0.76)
tarde -> trajo (0.75), violetas (0.68), ramito (0.68), corre (0.65), mandaba (0.64), sabés (0.64), comprender (0.64), esposo (0.63), tarjeta (0.63), tiempos (0.63)
maragá -> aititúhu (1.00), aicá (0.99), aguahai (0.99), maicán (0.98), güere (0.98), demasiani (0.96), arubitsi (0.96), alemalai (0.96), neigá (0.96), aititu (0.95)
frente -> rivales (0.93), camurria (0.93), angelito (0.92), méndez (0.91), ganaron (0.90), alta (0.90), palmero (0.85), paroles (0.80), peso (0.80), llevar (0.79)
ilusión -> pasion (0.83), recor (0.82), embriagado (0.80), perdon (0.78), loca (0.77), vivía (0.76), perfume (0.75), tentadora (0.74), aroma (0.73), egresa (0.73)
grita -> crucifijo (0.88), echada (0.85), revivo (0.83), erguida (0.83), parda (0.79), controlar (0.78), calla (0.71), hallar (0.70), recolectar (0.69), señal (0.68)
historias -> podía (0.73), saben (0.72), comparar (0.71), contaban (0.70), repletas (0.70), pupilas (0.68), aprendernada (0.68), podrías (0.68), quisiste (0.68), sombras (0.68)
mamá -> sirenas (0.92), bomberos (0.88), formado (0.84), tenderete (0.82), mería (0.82), pasó (0.78), llamen (0.78), armó (0.78), tula (0.77), cachimba (0.76)
aguanta -> llamada (0.88), acera (0.87), razon (0.84), pariendo (0.82), primaveras (0.80), vende (0.79), dividan (0.78), generación (0.78), frenar (0.77), fuertes (0.75)
cansado -> ademanes (0.88), respirar (0.78), esposo (0.74), promesa (0.71), reojo (0.71), sirena (0.70), viciado (0.70), dulcemente (0.69), adеntro (0.68), ave (0.67)
saben -> juguetes (0.80), divertir (0.80), perros (0.78), ladridos (0.77), negro (0.75), historias (0.72), sombras (0.72), podía (0.71), desata (0.69), descansa (0.69)
pone -> arruina (0.78), huevos (0.76), rastros (0.74), poniendo (0.73), gallina (0.71), comidos (0.68), arrasando (0.66), tropiezos (0.66), solitos (0.66), volaba (0.65)
peso -> rivales (0.91), camurria (0.88), angelito (0.88), ganaron (0.87), méndez (0.87), ganó (0.80), frente (0.80), arrastrando (0.78), palmero (0.77), paroles (0.73)
madera -> ponte (0.80), habana (0.78), barnizar (0.77), novia (0.77), gastada (0.77), ajuar (0.76), quitarle (0.76), teje (0.74), spanglish (0.73), venezuela (0.70)
abismo -> vértigo (0.89), respira (0.88), abres (0.86), levantas (0.86), desbordan (0.83), incrustándosе (0.76), colores (0.73), duermе (0.72), vigoroso (0.71), desprende (0.70)
sombras -> sábanas (0.74), largo (0.72), saben (0.72), ve (0.68), historias (0.68), tiros (0.67), alumbras (0.67), perros (0.66), alcanzo (0.66), podamos (0.65)
aquél -> estima (0.78), descuido (0.78), pagaré (0.75), tuviera (0.74), encontré (0.72), pastando (0.72), hicimos (0.70), unicornio (0.70), sería (0.70), información (0.69)
salvaremos -> cerraremos (0.90), vende (0.87), siembra (0.87), admitimos (0.86), razon (0.82), ventas (0.80), llamada (0.77), pesar (0.75), labrador (0.75), moverla (0.75)
clavadas -> cruces (0.99), comprendido (0.96), haberse (0.96), separados (0.92), vivamos (0.88), muerto (0.80), olvido (0.76), están (0.75), promesas (0.74), triquitrá (0.74)
cruces -> clavadas (0.99), comprendido (0.96), haberse (0.96), separados (0.89), vivamos (0.84), muerto (0.83), olvido (0.78), promesas (0.76), triquitrá (0.75), triquitraca (0.74)
oliendo -> caliente (0.94), desear (0.93), recental (0.87), moreno (0.80), más (0.77), telar (0.76), barranco (0.75), queso (0.75), condenaron (0.74), puedo (0.74)
emerge -> naturaleza (0.89), fortaleza (0.85), natural (0.81), tricias (0.79), arenas (0.73), funden (0.72), crepúsculo (0.71), altar (0.71), quinta (0.70), conviven (0.70)
aquello -> brillaba (0.88), generoso (0.85), separa (0.81), descubriendo (0.74), llegaron (0.73), descubrió (0.71), mentira (0.71), recordar (0.70), indio (0.69), ata (0.69)
mentira -> imaginas (0.83), aquello (0.71), recordar (0.68), orgullo (0.67), besado (0.66), esos (0.66), ligero (0.65), brillaba (0.65), descubrió (0.65), intermediario (0.65)
olvida -> pesar (0.81), abandona (0.78), súbita (0.75), gozo (0.75), encendida (0.74), resiste (0.73), ningún (0.73), arma (0.72), pájaro (0.72), aburrida (0.70)
formado -> cachimba (0.92), corredera (0.89), mamá (0.84), barrio (0.82), bomberos (0.81), sirenas (0.80), campanas (0.77), media (0.73), vara (0.73), usan (0.72)
cabe -> pesar (0.79), esconder (0.79), gozo (0.75), ala (0.71), languidece (0.69), carga (0.68), olvida (0.67), guía (0.67), enfría (0.66), pasarme (0.66)
caliente -> recental (0.98), oliendo (0.94), queso (0.89), desear (0.82), moreno (0.78), tierno (0.75), gofio (0.75), golosa (0.75), talega (0.75), garrafón (0.75)
bajó -> anunciándole (0.84), helado (0.84), creció (0.74), abora (0.73), mudo (0.70), llamaron (0.69), cayeron (0.68), playa (0.67), laguneras (0.65), alegran (0.65)
recental -> caliente (0.98), queso (0.94), oliendo (0.87), tierno (0.79), golosa (0.79), cumbrе (0.78), talega (0.77), niеve (0.77), desear (0.77), tostao (0.76)
sirenas -> mamá (0.92), bomberos (0.89), campanas (0.83), formado (0.80), bridas (0.77), golosa (0.76), cernejas (0.76), caña (0.74), tenderete (0.74), hermosa (0.73)
podía -> comparar (0.99), еsa (0.97), desata (0.95), mararía (0.83), rabia (0.82), florece (0.81), quisiste (0.79), aprendernada (0.77), aprendеrnada (0.76), descansa (0.76)
comparar -> podía (0.99), еsa (0.98), desata (0.93), mararía (0.86), florece (0.82), quisiste (0.80), rabia (0.79), aprendernada (0.78), aprendеrnada (0.77), largo (0.74)
riscales -> tejeda (0.93), nublo (0.88), montañas (0.86), altar (0.83), lírica (0.80), niеve (0.79), cadenas (0.79), cumbrе (0.78), lunar (0.78), esmeraldas (0.75)
reinó -> güeyero (0.94), nochebuena (0.89), decían (0.85), bueyes (0.85), buеyes (0.83), cantaron (0.80), llamaron (0.77), abora (0.74), vinieron (0.72), chorizo (0.70)
sirven -> roll (0.85), and (0.84), rock (0.83), bulerías (0.81), camarero (0.80), entiendas (0.76), pa’que (0.74), japonés (0.73), chupai (0.71), ron (0.71)
vinieron -> reyes (0.99), cantaron (0.89), tinguaro (0.84), decían (0.84), nochebuena (0.83), canaria… (0.76), doramas (0.76), verlo (0.75), guiados (0.75), conducen (0.75)
reyes -> vinieron (0.99), tinguaro (0.88), cantaron (0.85), doramas (0.80), decían (0.79), nochebuena (0.79), canaria… (0.78), guiados (0.78), verlo (0.77), conducen (0.77)
ríos -> tafí (0.79), bajar (0.77), lloran (0.74), ve (0.73), pata (0.73), estaban (0.72), dioses (0.71), acheral (0.68), montes (0.66), sanan (0.66)
modo -> atrevo (0.80), hallo (0.80), pretendo (0.76), repetirlo (0.73), expreso (0.72), rapadura (0.71), respiro (0.70), provocan (0.70), chaval (0.69), duras (0.69)
ambición -> admitimos (0.82), ventas (0.79), cerraremos (0.74), solitos (0.73), comidos (0.72), convertir (0.72), basurero (0.72), salvaremos (0.71), elegido (0.70), contagiado (0.70)
perros -> escuelas (0.82), creer (0.80), ladridos (0.80), saben (0.78), explotador (0.76), educación (0.76), pá (0.74), muerdan (0.71), ve (0.71), podamos (0.69)
culpa -> olvidara (0.90), tendrá (0.86), iglesia (0.81), entrasmallo (0.77), quererlo (0.73), cristobal (0.70), metiste (0.69), compadre (0.69), desí (0.68), mericana (0.68)
base -> militar (0.89), suyo (0.87), patrimonio (0.84), collar (0.83), distinguiera (0.80), tuviese (0.77), educados (0.76), defienda (0.74), encauzar (0.72), tarea (0.71)
hambre -> trotador (0.80), dábamos (0.74), manantial (0.72), uno (0.71), puro (0.69), permites (0.68), torturan (0.67), cobijo (0.66), ambos (0.65), sentencian (0.64)
armó -> mería (0.95), vió (0.95), tenderete (0.94), pelotera (0.88), teror (0.86), agulo (0.79), teno (0.79), perera (0.79), mamá (0.78), estribillos (0.76)
rato -> tendría (0.89), comprender (0.88), espere (0.87), sabés (0.85), pegan (0.80), caso (0.78), vete (0.78), lola (0.78), nomás (0.78), … (0.75)
cebada -> abejas (0.80), secó (0.80), mocanes (0.77), falte (0.77), segar (0.77), espantaron (0.74), sangraron (0.73), caballo (0.72), píntala (0.71), tartanero (0.71)
ladridos -> educados (0.86), tuviese (0.84), distinguiera (0.83), puro (0.81), collar (0.80), perros (0.80), saben (0.77), manantial (0.77), quisiste (0.72), aprendernada (0.71)
hijo -> utiteroygratrá (0.73), tiros (0.71), emigró (0.69), clavado (0.68), famara (0.65), muelas (0.64), nieve (0.64), cepos (0.63), cesar (0.63), gritar (0.62)
dueño -> voluntad (0.85), ajeno (0.82), velando (0.76), duérmete (0.72), dulzura (0.71), aaahm (0.71), chalet (0.70), mío (0.70), pude (0.69), integra (0.68)
llores -> lola (0.89), pegan (0.87), palos (0.87), llevar (0.83), duérmete (0.79), angelitos (0.79), espere (0.78), chico (0.77), … (0.74), vale (0.72)
ganó -> ganaron (0.90), méndez (0.88), angelito (0.86), rivales (0.84), camurria (0.84), peso (0.80), recurso (0.79), chico (0.79), frente (0.75), cabezas (0.73)
